hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
Austin Hotel & Convention Center;Beppu;2;https://traffickcam.com/images/2017/8/20160704_170522_OA3SRN.jpg;Hotel 'Austin Hotel & Convention Center' at  Beppu with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);984;4;1;1;0;1;1;0;0;0;0;1;4
Eldorado Hotel & Spa;Kyoto;8;https://traffickcam.com/images/2017/8/20160704_175122_8NH6IA.jpg;Hotel 'Eldorado Hotel & Spa' at  Kyoto without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);893;5;0;0;0;1;1;0;1;1;0;0;2
Radisson Blu Scandinavia Hotel  Oslo;Kyoto;5;https://traffickcam.com/images/2017/8/20160704_180505_TA2CUG.jpg;Hotel 'Radisson Blu Scandinavia Hotel  Oslo' at  Kyoto with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);298;1;1;1;1;0;1;0;0;0;1;1;3
C'mon Inn Fargo;Lago Agrio;5;https://traffickcam.com/images/2017/8/20160704_210542_LP19RV.jpg;Hotel 'C'mon Inn Fargo' at  Lago Agrio without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);206;2;0;0;1;0;1;1;1;1;1;0;3
Hyatt Fisherman's Wharf;Candeias;2;https://traffickcam.com/images/2017/8/20160704_224342_7Z1S69.jpg;Hotel 'Hyatt Fisherman's Wharf' at  Candeias without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);22;5;0;1;1;1;0;1;0;1;1;0;5
Ramada Urbana/Champaign;Petropavlovsk;6;https://traffickcam.com/images/2017/8/20160704_225903_TAI6EJ.jpg;Hotel 'Ramada Urbana/Champaign' at  Petropavlovsk with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);730;2;1;1;1;0;1;0;1;0;1;0;2
Hyatt Regency Guam;Prizka;6;https://traffickcam.com/images/2017/8/20160705_013529_C5JPL9.jpg;Hotel 'Hyatt Regency Guam' at  Prizka with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);212;2;1;0;1;1;1;0;1;0;1;0;4
Comfort Inn;Coredo;3;https://traffickcam.com/images/2017/8/20160705_023845_0C6250.jpg;Hotel 'Comfort Inn' at  Coredo without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);277;4;0;0;1;1;1;1;0;1;0;1;4
Apex City Of London Hotel;Grizane;4;https://traffickcam.com/images/2017/8/20160705_025533_2NAN5A.jpg;Hotel 'Apex City Of London Hotel' at  Grizane with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);324;1;1;0;1;1;1;0;1;0;0;0;4
Campus Tower Suite Hotel;Gata;4;https://traffickcam.com/images/2017/8/20160705_025817_1GZWWN.jpg;Hotel 'Campus Tower Suite Hotel' at  Gata without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);526;2;0;1;1;1;1;0;0;1;0;1;1
Hyatt Regency La Jolla;Mersing;2;https://traffickcam.com/images/2017/8/20160705_031020_F1QHMM.jpg;Hotel 'Hyatt Regency La Jolla' at  Mersing with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);690;1;1;1;1;0;1;0;1;0;0;1;1
Sheraton Iowa City Hotel;Tar;6;https://traffickcam.com/images/2017/8/20160705_033543_1IZUZW.jpg;Hotel 'Sheraton Iowa City Hotel' at  Tar without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);837;5;0;1;0;0;0;0;0;1;1;1;4
The Grand Union Motel;Fazana;7;https://traffickcam.com/images/2017/8/20160705_115233_LGR5A3.jpg;Hotel 'The Grand Union Motel' at  Fazana without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);128;5;0;0;0;1;0;0;1;0;0;1;6
Marinos Hotel;Fazana;2;https://traffickcam.com/images/2017/8/20160705_120242_FDFJD6.jpg;Hotel 'Marinos Hotel' at  Fazana with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);438;3;1;0;1;1;0;0;1;1;0;0;5
Shoreline Inn & Conference Center an Ascend Collection Hotel;Fazana;2;https://traffickcam.com/images/2017/8/20160705_121700_VYDYPG.jpg;Hotel 'Shoreline Inn & Conference Center an Ascend Collection Hotel' at  Fazana without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);815;1;0;0;0;0;0;1;1;1;0;0;6
Quality Inn & Suites Butte;Fazana;2;https://traffickcam.com/images/2017/8/20160705_144727_G8S8DX.jpg;Hotel 'Quality Inn & Suites Butte' at  Fazana without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);510;2;0;1;1;0;0;1;0;1;0;1;3
Wellesley Resort;Kampong Lebu;6;https://traffickcam.com/images/2017/8/20160705_145238_H4WG7I.jpg;Hotel 'Wellesley Resort' at  Kampong Lebu with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);558;4;1;0;1;1;0;1;0;0;1;1;5
Bay View Guesthouse;Fazana;4;https://traffickcam.com/images/2017/8/20160705_145431_YLQDWV.jpg;Hotel 'Bay View Guesthouse' at  Fazana with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);89;1;1;0;1;0;1;0;1;0;1;0;3
The Lighthouse Inn;Sorup;6;https://traffickcam.com/images/2017/8/20160705_155543_7L9I8E.jpg;Hotel 'The Lighthouse Inn' at  Sorup with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);249;5;1;1;1;0;0;0;0;0;0;1;6
Borgo Hotel Le Terre del Verde;Solingen;3;https://traffickcam.com/images/2017/8/20160705_164522_TBI45F.jpg;Hotel 'Borgo Hotel Le Terre del Verde' at  Solingen with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);603;4;1;0;1;0;1;0;1;0;0;0;5
Comfort Inn And Suites Wilton;Varna;4;https://traffickcam.com/images/2017/8/20160705_175246_IW2GE9.jpg;Hotel 'Comfort Inn And Suites Wilton' at  Varna with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);195;5;1;1;0;0;1;0;1;1;1;1;6
Hilton Garden Inn College Station;Hualien City;8;https://traffickcam.com/images/2017/8/20160705_183311_6LGDWI.jpg;Hotel 'Hilton Garden Inn College Station' at  Hualien City with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);133;4;1;0;0;1;1;0;1;0;1;1;6
Fairmont Nile City  Cairo;Bad Sobernheim;2;https://traffickcam.com/images/2017/8/20160705_183717_38UVNV.jpg;Hotel 'Fairmont Nile City  Cairo' at  Bad Sobernheim without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);481;5;0;0;1;1;1;0;0;0;1;1;3
Best Western Grande Prairie Hotel & Suites;Sinsheim;8;https://traffickcam.com/images/2017/8/20160705_185233_XHC7HJ.jpg;Hotel 'Best Western Grande Prairie Hotel & Suites' at  Sinsheim with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);424;4;1;0;0;0;0;0;1;1;1;0;5
Hampton Inn Kingsport;Sindelfingen;1;https://traffickcam.com/images/2017/8/20160705_193748_3ISDRB.jpg;Hotel 'Hampton Inn Kingsport' at  Sindelfingen with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);947;3;1;0;1;1;1;1;1;1;0;0;4
Ramada Gaslamp Convention Center-The Historic St James Hotel;Kyoto;3;https://traffickcam.com/images/2017/8/20160705_213416_YVT27W.jpg;Hotel 'Ramada Gaslamp Convention Center-The Historic St James Hotel' at  Kyoto with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);866;1;1;0;1;1;1;0;0;1;1;1;1
InterContinental Medellin;Chieti;8;https://traffickcam.com/images/2017/8/20160705_222110_RXWG3S.jpg;Hotel 'InterContinental Medellin' at  Chieti without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);330;1;0;0;0;1;1;0;1;0;1;0;4
Marina Hotel Corinthia Beach Resort;Sindelfingen;1;https://traffickcam.com/images/2017/8/20160705_224705_EYD4JA.jpg;Hotel 'Marina Hotel Corinthia Beach Resort' at  Sindelfingen with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);994;3;1;1;0;0;0;0;0;1;1;1;5
BlueBay Lanzarote;Warsaw;7;https://traffickcam.com/images/2017/8/20160705_234234_LKL28C.jpg;Hotel 'BlueBay Lanzarote' at  Warsaw with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);781;1;1;1;0;1;0;1;1;1;0;0;5
Piccolo Hotel Casa Mia;Ishigaki;5;https://traffickcam.com/images/2017/8/20160706_000219_ZN4F8N.jpg;Hotel 'Piccolo Hotel Casa Mia' at  Ishigaki with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);77;5;1;1;1;1;0;0;1;0;0;0;1
Hotel Monika;Litteau;6;https://traffickcam.com/images/2017/8/20160706_001000_XE1HNV.jpg;Hotel 'Hotel Monika' at  Litteau with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);499;2;1;0;0;0;0;0;0;0;1;1;3
Maeva Residence La Socanelle Port la Nouvelle;Mikohaza;6;https://traffickcam.com/images/2017/8/20160706_002510_0COW8T.jpg;Hotel 'Maeva Residence La Socanelle Port la Nouvelle' at  Mikohaza with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);520;1;1;1;1;1;0;0;1;1;0;0;1
Colony Club by Elegant Hotels;Mougins;1;https://traffickcam.com/images/2017/8/20160706_003206_QSG5ED.jpg;Hotel 'Colony Club by Elegant Hotels' at  Mougins with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);725;3;1;1;1;1;0;1;0;1;1;0;2
Hampton Inn & Suites Liberal;Ponteginora;5;https://traffickcam.com/images/2017/8/20160706_005055_NAO7QE.jpg;Hotel 'Hampton Inn & Suites Liberal' at  Ponteginora with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);335;3;1;0;1;0;1;0;1;1;1;1;3
Holiday Inn Express Des Moines;Seebad Bansin;2;https://traffickcam.com/images/2017/8/20160706_005247_B0PGG6.jpg;Hotel 'Holiday Inn Express Des Moines' at  Seebad Bansin with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);199;5;1;1;0;1;1;0;1;1;0;0;5
The City Suites;Flensburg;2;https://traffickcam.com/images/2017/8/20160706_005803_KPLM9O.jpg;Hotel 'The City Suites' at  Flensburg with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);313;4;1;1;0;0;1;0;0;0;0;1;2
The Oxford Hotel;L'Isle-sur-la-Sorgue;8;https://traffickcam.com/images/2017/8/20160706_012456_N1VTMU.jpg;Hotel 'The Oxford Hotel' at  L'Isle-sur-la-Sorgue with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);397;5;1;0;1;1;1;1;1;1;1;1;3
Kita Hotel;Shah Alam;2;https://traffickcam.com/images/2017/8/20160706_014725_BJA6EM.jpg;Hotel 'Kita Hotel' at  Shah Alam without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);410;1;0;0;0;0;1;0;0;0;0;1;3
Baymont Inn & Suites Greenville;Nauders;6;https://traffickcam.com/images/2017/8/20160706_024355_AA9UL0.jpg;Hotel 'Baymont Inn & Suites Greenville' at  Nauders without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);84;1;0;0;1;1;0;1;1;1;1;0;5
Comfort Suites Columbia - University Area;Seebad Bansin;3;https://traffickcam.com/images/2017/8/20160706_024553_T1OCJA.jpg;Hotel 'Comfort Suites Columbia - University Area' at  Seebad Bansin with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);367;4;1;0;0;0;0;1;1;1;1;0;2
Hotel Zalle Don Fernando;Knin;2;https://traffickcam.com/images/2017/8/20160706_031253_FAEBC8.jpg;Hotel 'Hotel Zalle Don Fernando' at  Knin without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);811;4;0;1;1;1;1;1;0;1;0;0;5
SENTIDO Ixian Grand;Ahlbeck;4;https://traffickcam.com/images/2017/8/20160706_033353_AOI9F3.jpg;Hotel 'SENTIDO Ixian Grand' at  Ahlbeck without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);140;4;0;0;0;1;1;0;0;1;1;1;2
Microtel Inn & Suites by Wyndham Sainte Genevieve;Schwerin;9;https://traffickcam.com/images/2017/8/20160706_091312_GFFFHW.jpg;Hotel 'Microtel Inn & Suites by Wyndham Sainte Genevieve' at  Schwerin with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);814;3;1;0;0;0;1;0;1;1;1;0;5
Comfort Suites Epernay-Champagne;Underberg;9;https://traffickcam.com/images/2017/8/20160706_105247_SWEE70.jpg;Hotel 'Comfort Suites Epernay-Champagne' at  Underberg without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);374;2;0;0;1;0;1;1;1;0;0;0;6
Executive Suites Hotel & Conference Centre Burnaby;Rastede;6;https://traffickcam.com/images/2017/8/20160706_123141_XL36G6.jpg;Hotel 'Executive Suites Hotel & Conference Centre Burnaby' at  Rastede without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);813;5;0;0;1;1;1;0;0;1;0;0;6
Guesthouse Inn and Suites Grayson;Schonwald;8;https://traffickcam.com/images/2017/8/20160706_131724_9NJOV2.jpg;Hotel 'Guesthouse Inn and Suites Grayson' at  Schonwald with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);322;3;1;1;1;1;0;1;1;0;1;1;2
Vila Gale Cascais;Schonhagen;5;https://traffickcam.com/images/2017/8/20160706_133531_LCRL6K.jpg;Hotel 'Vila Gale Cascais' at  Schonhagen with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);650;2;1;1;0;1;1;1;0;1;1;0;3
Hotel 140;Schonach;8;https://traffickcam.com/images/2017/8/20160706_144335_HQXZD7.jpg;Hotel 'Hotel 140' at  Schonach without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);314;3;0;0;1;0;1;1;0;0;1;1;6
The Reef Atlantis  Autograph Collection;Grebastica;8;https://traffickcam.com/images/2017/8/20160706_145019_JXTXJX.jpg;Hotel 'The Reef Atlantis  Autograph Collection' at  Grebastica without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);783;2;0;0;0;0;0;0;0;0;1;1;3
Park Hotel Suisse;Schlitz;3;https://traffickcam.com/images/2017/8/20160706_145145_JAS03O.jpg;Hotel 'Park Hotel Suisse' at  Schlitz with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);982;1;1;0;0;0;0;1;1;1;0;1;1
Courtyard by Marriott South Bend-Mishawaka;Schellbronn;7;https://traffickcam.com/images/2017/8/20160706_165146_5VB1FY.jpg;Hotel 'Courtyard by Marriott South Bend-Mishawaka' at  Schellbronn with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);142;1;1;0;1;0;1;0;0;0;1;1;2
Hyatt Regency Trinidad;Novyjj Afon;7;https://traffickcam.com/images/2017/8/20160706_173253_N3IXJ0.jpg;Hotel 'Hyatt Regency Trinidad' at  Novyjj Afon without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);538;2;0;1;1;1;0;1;0;0;0;0;6
Catalonia Royal Bavaro - Adults Only - All Inclusive;Scharbeutz;4;https://traffickcam.com/images/2017/8/20160706_174558_MDPBBK.jpg;Hotel 'Catalonia Royal Bavaro - Adults Only - All Inclusive' at  Scharbeutz with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);96;4;1;1;0;0;1;1;1;1;0;1;6
Wingate By Wyndham Peoria;St. Peter-Ording;5;https://traffickcam.com/images/2017/8/20160706_182341_QLA3HM.jpg;Hotel 'Wingate By Wyndham Peoria' at  St. Peter-Ording without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);358;3;0;0;1;0;1;1;1;0;1;0;4
Hidden Valley Inn & Reserve;Adler;4;https://traffickcam.com/images/2017/8/20160706_192720_7CNRF7.jpg;Hotel 'Hidden Valley Inn & Reserve' at  Adler without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);25;4;0;0;1;1;1;0;0;0;0;0;1
Radisson Bloomington by Mall of America;Scottsdale;3;https://traffickcam.com/images/2017/8/20160706_203558_WPXLUD.jpg;Hotel 'Radisson Bloomington by Mall of America' at  Scottsdale with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);360;4;1;0;1;0;1;1;0;0;1;0;5
Marriott Copenhagen;Rose Hill;9;https://traffickcam.com/images/2017/8/20160706_213053_FPGGZD.jpg;Hotel 'Marriott Copenhagen' at  Rose Hill without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);466;5;0;0;0;1;0;0;0;0;0;1;2
The Juniper Hotel;Ebbw Vale;6;https://traffickcam.com/images/2017/8/20160706_223803_UBDYLJ.jpg;Hotel 'The Juniper Hotel' at  Ebbw Vale with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);262;2;1;1;0;1;0;1;1;1;0;0;5
Hotel Emisia Sapporo;Chiclayo;2;https://traffickcam.com/images/2017/8/20160706_224121_I04WLT.jpg;Hotel 'Hotel Emisia Sapporo' at  Chiclayo with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);909;2;1;0;1;0;0;1;1;1;1;1;2
Hyatt Regency Birmingham-The Wynfrey Hotel;Le Treport;2;https://traffickcam.com/images/2017/8/20160707_005527_DN85G8.jpg;Hotel 'Hyatt Regency Birmingham-The Wynfrey Hotel' at  Le Treport without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);817;5;0;0;1;0;1;0;0;1;0;1;4
Robsonstrasse Hotel and Suites;La Salle les Alpes;5;https://traffickcam.com/images/2017/8/20160707_010546_QV0XS9.jpg;Hotel 'Robsonstrasse Hotel and Suites' at  La Salle les Alpes with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);796;5;1;0;0;0;0;0;1;0;0;1;1
The Tremont House  A Wyndham Grand Hotel;Kissimmee;6;https://traffickcam.com/images/2017/8/20160707_012649_G8L8E5.jpg;Hotel 'The Tremont House  A Wyndham Grand Hotel' at  Kissimmee with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);129;5;1;1;1;1;0;0;1;0;1;1;5
Fairfield Inn & Suites Jonesboro;Shah Alam;8;https://traffickcam.com/images/2017/8/20160707_014412_DWLYTO.jpg;Hotel 'Fairfield Inn & Suites Jonesboro' at  Shah Alam with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);32;3;1;0;1;1;1;1;0;0;1;0;2
Holiday Inn Express Tacoma South Lakewood;Lvov;4;https://traffickcam.com/images/2017/8/20160707_022633_J8ZYIE.jpg;Hotel 'Holiday Inn Express Tacoma South Lakewood' at  Lvov with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);568;4;1;0;0;0;1;0;0;0;1;0;5
Strand Hotel Terme Delfini;Rust;2;https://traffickcam.com/images/2017/8/20160707_031138_UZ74LN.jpg;Hotel 'Strand Hotel Terme Delfini' at  Rust with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);310;1;1;1;1;0;1;0;1;1;0;1;5
Perdido Beach Resort;Rabka-Zdroj;7;https://traffickcam.com/images/2017/8/20160707_041629_U2UO5T.jpg;Hotel 'Perdido Beach Resort' at  Rabka-Zdroj without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);917;5;0;1;1;1;1;1;1;1;1;0;3
Mission Valley Resort;Les Pennes-Mirabeau;9;https://traffickcam.com/images/2017/8/20160707_043527_SX9M1Q.jpg;Hotel 'Mission Valley Resort' at  Les Pennes-Mirabeau without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);617;1;0;1;1;0;0;0;0;0;0;0;4
Cosy's Residence Cadet;Ruhpolding;10;https://traffickcam.com/images/2017/8/20160707_054234_I5K2CM.jpg;Hotel 'Cosy's Residence Cadet' at  Ruhpolding with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);878;1;1;0;1;0;1;1;0;1;1;0;3
Grande Albergo Alfeo;Ruhpolding;4;https://traffickcam.com/images/2017/8/20160707_123142_7P41GU.jpg;Hotel 'Grande Albergo Alfeo' at  Ruhpolding without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);740;2;0;0;1;0;0;0;0;1;1;0;6
Four Seasons Hotel Vancouver;Rottau;6;https://traffickcam.com/images/2017/8/20160707_132915_DKNJEP.jpg;Hotel 'Four Seasons Hotel Vancouver' at  Rottau without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);751;5;0;1;0;0;0;0;1;0;1;0;5
Country Inn & Suites By Carlson  Roanoke  VA;Ruhen;4;https://traffickcam.com/images/2017/8/20160707_141228_N40S0Z.jpg;Hotel 'Country Inn & Suites By Carlson  Roanoke  VA' at  Ruhen without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);401;4;0;0;0;1;1;1;1;0;0;1;2
The Westin Edina Galleria;Bibinje;3;https://traffickcam.com/images/2017/8/20160707_142957_7303PB.jpg;Hotel 'The Westin Edina Galleria' at  Bibinje with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);787;1;1;0;0;0;1;0;1;0;1;0;3
Radisson Blu Plaza Hotel  Oslo;Rottach-Egern;1;https://traffickcam.com/images/2017/8/20160707_154841_36JB6W.jpg;Hotel 'Radisson Blu Plaza Hotel  Oslo' at  Rottach-Egern with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);684;2;1;1;0;0;0;0;0;0;1;1;2
American Inn Of Bethesda;Specchia;1;https://traffickcam.com/images/2017/8/20160707_160446_UP8LZR.jpg;Hotel 'American Inn Of Bethesda' at  Specchia without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);708;5;0;0;1;0;0;1;1;1;1;1;4
Hotel L'Orologio;Prazsmar;2;https://traffickcam.com/images/2017/8/20160707_165507_MPFE1P.jpg;Hotel 'Hotel L'Orologio' at  Prazsmar without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);287;3;0;1;1;0;1;1;0;0;1;1;6
Sedona Rouge Hotel And Spa;Agrigento;1;https://traffickcam.com/images/2017/8/20160707_173817_9KW77C.jpg;Hotel 'Sedona Rouge Hotel And Spa' at  Agrigento without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);825;2;0;0;0;0;0;1;1;1;1;0;2
1863 Inn of Gettysburg;Surprise;8;https://traffickcam.com/images/2017/8/20160707_184329_D44FND.jpg;Hotel '1863 Inn of Gettysburg' at  Surprise with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);327;5;1;1;0;0;0;0;1;0;0;1;3
Microtel Inn & Suites by Wyndham Starkville;Roetgen;7;https://traffickcam.com/images/2017/8/20160707_200741_K1Y768.jpg;Hotel 'Microtel Inn & Suites by Wyndham Starkville' at  Roetgen without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);392;3;0;1;0;1;1;0;1;0;1;0;2
Craigs Inn Buffalo;Alqueria Blanca;5;https://traffickcam.com/images/2017/8/20160707_201328_13MOR0.jpg;Hotel 'Craigs Inn Buffalo' at  Alqueria Blanca without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);198;2;0;0;1;1;0;0;0;1;1;0;4
Big Horn Resort  an Ascend Hotel Collection Member;San Vincenzo;8;https://traffickcam.com/images/2017/8/20160707_204834_JNIM87.jpg;Hotel 'Big Horn Resort  an Ascend Hotel Collection Member' at  San Vincenzo with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);399;5;1;0;1;0;0;1;1;1;0;1;1
NoMo SoHo;Torino;10;https://traffickcam.com/images/2017/8/20160707_210945_RL2R7F.jpg;Hotel 'NoMo SoHo' at  Torino without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);953;4;0;0;1;1;1;0;0;0;0;0;1
Nogales Hotel & Convention Center;Nueva;6;https://traffickcam.com/images/2017/8/20160707_215007_V67CZG.jpg;Hotel 'Nogales Hotel & Convention Center' at  Nueva with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);321;4;1;1;1;1;1;0;0;0;0;1;3
Inn At The Forks;Liri;6;https://traffickcam.com/images/2017/8/20160707_222711_ZY7GX7.jpg;Hotel 'Inn At The Forks' at  Liri without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);90;1;0;0;1;0;1;1;1;1;0;0;5
Fairfield Inn by Marriott Erie;Leon;4;https://traffickcam.com/images/2017/8/20160707_223604_A1LYN3.jpg;Hotel 'Fairfield Inn by Marriott Erie' at  Leon with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);999;4;1;0;1;1;1;1;0;0;0;0;5
Ocean Drive Beach & Golf Resort;Lanouee;1;https://traffickcam.com/images/2017/8/20160707_223954_7WBPXS.jpg;Hotel 'Ocean Drive Beach & Golf Resort' at  Lanouee with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);332;5;1;1;0;1;1;0;1;0;0;0;5
Cambridge Suites Hotel;Adeje;3;https://traffickcam.com/images/2017/8/20160707_230456_ZUIHOZ.jpg;Hotel 'Cambridge Suites Hotel' at  Adeje without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);651;3;0;0;0;1;0;0;1;1;1;1;6
Extended Stay America - Salt Lake City - Sugar House;Scottsdale;6;https://traffickcam.com/images/2017/8/20160707_233404_6KVT3T.jpg;Hotel 'Extended Stay America - Salt Lake City - Sugar House' at  Scottsdale with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);427;5;1;1;1;1;0;1;1;1;1;0;3
Central Plaza Hotel;Koreiz;2;https://traffickcam.com/images/2017/8/20160708_001708_3L28CI.jpg;Hotel 'Central Plaza Hotel' at  Koreiz with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);995;5;1;0;0;0;1;0;1;0;1;1;1
Holiday Inn Roanoke-Tanglewood-Rt 419&i581;Le Puy-en-Velay;10;https://traffickcam.com/images/2017/8/20160708_002424_KM5DJ0.jpg;Hotel 'Holiday Inn Roanoke-Tanglewood-Rt 419&i581' at  Le Puy-en-Velay without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);486;3;0;1;1;0;0;1;1;0;1;0;6
Hyatt Regency San Francisco;Jinan;1;https://traffickcam.com/images/2017/8/20160708_021936_NC26PL.jpg;Hotel 'Hyatt Regency San Francisco' at  Jinan without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);686;5;0;0;0;1;0;1;0;1;0;1;4
Coast Plaza Hotel & Suites;Rattvik;7;https://traffickcam.com/images/2017/8/20160708_024556_3SX8OV.jpg;Hotel 'Coast Plaza Hotel & Suites' at  Rattvik with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);723;2;1;1;0;1;0;0;1;0;1;0;5
Hotel Laguna;Zemun;10;https://traffickcam.com/images/2017/8/20160708_024759_YTSMVV.jpg;Hotel 'Hotel Laguna' at  Zemun with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);585;2;1;0;1;0;1;0;0;1;1;1;3
Empire Landmark Hotel;Le Port-Marly;6;https://traffickcam.com/images/2017/8/20160708_031457_2NYTYA.jpg;Hotel 'Empire Landmark Hotel' at  Le Port-Marly with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);367;4;1;1;1;0;0;0;1;1;0;0;2
